0,cell,died,2,gen,0,159,159,0
0,cell,died,9,gen,0,159,159,0
0,cell,died,12,gen,0,159,159,0
0,cell,died,7,gen,0,160,159,0
0,cell,died,14,gen,0,160,159,0
0,cell,died,10,gen,0,161,159,0
0,cell,died,17,gen,19,179,176,0
0,cell,died,19,gen,30,185,183,0
0,cell,died,21,gen,36,194,192,0
0,cell,died,28,gen,71,205,203,0
0,cell,died,4,gen,0,207,206,1
0,cell,died,22,gen,43,209,207,0
0,cell,died,32,gen,81,210,208,0
0,cell,died,16,gen,2,211,209,2
0,cell,died,33,gen,83,211,210,0
0,cell,died,23,gen,48,212,210,0
0,cell,died,5,gen,0,214,212,2
0,cell,died,8,gen,0,222,221,2
0,cell,died,31,gen,76,223,221,0
0,cell,died,6,gen,0,224,223,2
0,cell,died,29,gen,74,225,223,0
0,cell,died,1,gen,0,226,225,4
0,cell,died,20,gen,34,226,225,1
0,cell,died,27,gen,63,227,225,0
0,cell,died,35,gen,85,228,225,0
0,cell,died,15,gen,0,229,228,2
0,cell,died,11,gen,0,240,239,2
0,cell,died,30,gen,75,241,239,1
0,cell,died,38,gen,95,242,240,0
0,cell,died,37,gen,91,243,241,0
0,cell,died,25,gen,51,250,248,1
0,cell,died,43,gen,106,251,249,0
0,cell,died,24,gen,51,252,250,2
0,cell,died,45,gen,113,253,251,0
0,cell,died,3,gen,0,260,259,2
0,cell,died,52,gen,134,261,259,0
0,cell,died,42,gen,102,271,269,1
0,cell,died,46,gen,114,272,270,0
0,cell,died,48,gen,117,273,271,0
0,cell,died,44,gen,109,275,273,0
0,cell,died,13,gen,0,278,277,3
0,cell,died,50,gen,123,279,277,0
0,cell,died,47,gen,116,286,284,1
0,cell,died,49,gen,122,298,296,1
0,cell,died,53,gen,178,305,303,0
0,cell,died,26,gen,63,311,309,3
0,cell,died,54,gen,181,312,310,0
0,cell,died,51,gen,131,317,315,1
0,cell,died,40,gen,97,317,316,2
0,cell,died,51,gen,168,318,316,0
0,cell,died,53,gen,179,319,316,0
0,cell,died,55,gen,182,320,318,0
0,cell,died,52,gen,173,327,325,0
0,cell,died,54,gen,197,338,336,0
0,cell,died,39,gen,96,339,337,2
0,cell,died,48,gen,237,340,338,0
0,cell,died,54,gen,205,345,343,0
0,cell,died,41,gen,99,352,350,2
0,cell,died,52,gen,219,353,351,0
0,cell,died,53,gen,141,355,353,2
0,cell,died,49,gen,226,356,354,0
0,cell,died,55,gen,150,364,362,1
0,cell,died,48,gen,246,365,363,0
0,cell,died,56,gen,153,373,371,2
0,cell,died,53,gen,220,374,372,0
0,cell,died,51,gen,218,375,373,0
0,cell,died,55,gen,205,376,374,1
0,cell,died,36,gen,89,377,375,5
0,cell,died,50,gen,217,378,376,0
0,cell,died,56,gen,206,396,394,1
0,cell,died,46,gen,254,397,395,0
0,cell,died,54,gen,220,399,397,1
0,cell,died,34,gen,83,408,406,5
0,cell,died,45,gen,261,409,407,0
0,cell,died,48,gen,240,410,408,1
0,cell,died,48,gen,242,411,409,0
0,cell,died,46,gen,252,415,413,0
0,cell,died,38,gen,298,426,424,0
0,cell,died,18,gen,28,453,451,3
0,cell,died,47,gen,230,454,452,3
0,cell,died,36,gen,312,455,453,0
0,cell,died,26,gen,376,478,476,0
0,cell,world_end,54,gen,145,0,498,6
0,cell,world_end,29,gen,354,0,499,0
0,cell,world_end,29,gen,391,0,499,0
0,cell,world_end,37,gen,312,0,499,2
0,cell,world_end,27,gen,389,0,499,0
0,cell,world_end,28,gen,389,0,499,0
0,cell,world_end,28,gen,368,0,499,0
0,cell,world_end,29,gen,340,0,499,4
0,cell,world_end,28,gen,360,0,499,2
0,cell,world_end,26,gen,384,0,499,0
0,cell,world_end,30,gen,391,0,499,0
0,cell,world_end,26,gen,377,0,499,1
0,cell,world_end,32,gen,392,0,499,0
0,cell,world_end,47,gen,242,0,499,3
0,cell,world_end,29,gen,424,0,499,0
0,cell,world_end,31,gen,392,0,499,1
0,cell,world_end,27,gen,366,0,499,2
0,cell,world_end,27,gen,415,0,499,1
0,cell,world_end,30,gen,408,0,499,1
0,cell,world_end,30,gen,431,0,499,0
0,cell,world_end,29,gen,349,0,499,3
0,cell,world_end,29,gen,369,0,499,1
0,cell,world_end,35,gen,480,0,499,0
0,cell,world_end,33,gen,442,0,499,0
0,cell,world_end,29,gen,426,0,499,1
0,cell,world_end,34,gen,464,0,499,0
0,cell,world_end,35,gen,451,0,499,0
0,cell,world_end,31,gen,438,0,499,2
0,cell,world_end,34,gen,450,0,499,0
0,cell,world_end,32,gen,442,0,499,1
0,cell,world_end,36,gen,481,0,499,0
0,cell,world_end,33,gen,461,0,499,1
0,cell,world_end,28,gen,423,0,499,1
0,cell,world_end,40,gen,495,0,499,0
0,cell,world_end,30,gen,351,0,499,5
0,cell,world_end,39,gen,490,0,499,0
0,cell,world_end,35,gen,469,0,499,1
0,cell,world_end,41,gen,495,0,499,0
0,cell,world_end,37,gen,485,0,499,1
0,cell,world_end,38,gen,488,0,499,0
0,cell,world_end,30,gen,404,0,499,4
0,cell,world_end,42,gen,498,0,499,0
