0,cell,died,1,gen,0,159,159,0
0,cell,died,3,gen,0,159,159,0
0,cell,died,6,gen,0,159,159,0
0,cell,died,9,gen,0,159,159,0
0,cell,died,13,gen,0,159,159,0
0,cell,died,2,gen,0,160,159,0
0,cell,died,8,gen,0,160,159,0
0,cell,died,14,gen,0,160,159,0
0,cell,died,4,gen,0,161,159,0
0,cell,died,10,gen,0,162,159,0
0,cell,died,16,gen,28,197,194,1
0,cell,died,17,gen,29,198,196,0
0,cell,died,5,gen,0,215,214,2
0,cell,died,21,gen,99,219,217,0
0,cell,died,20,gen,91,228,227,0
0,cell,died,11,gen,0,238,237,1
0,cell,died,26,gen,137,239,237,0
0,cell,died,12,gen,0,285,285,3
0,cell,died,25,gen,136,286,284,0
0,cell,died,19,gen,66,289,287,1
0,cell,died,17,gen,175,289,288,0
0,cell,died,15,gen,0,290,289,2
0,cell,died,22,gen,99,295,292,1
0,cell,died,18,gen,177,296,294,0
0,cell,died,20,gen,186,328,326,0
0,cell,died,21,gen,195,346,344,1
0,cell,died,20,gen,207,347,345,0
0,cell,died,18,gen,30,354,352,3
0,cell,died,30,gen,272,376,374,1
0,cell,died,31,gen,272,377,375,0
0,cell,died,20,gen,224,406,404,1
0,cell,died,7,gen,0,408,406,3
0,cell,died,23,gen,227,409,407,0
0,cell,died,24,gen,107,411,409,3
0,cell,died,19,gen,182,417,415,4
0,cell,died,23,gen,241,420,418,1
0,cell,died,24,gen,245,422,420,1
0,cell,died,25,gen,246,423,421,0
0,cell,died,23,gen,238,424,422,1
0,cell,died,27,gen,257,425,423,0
0,cell,died,19,gen,223,439,437,3
0,cell,died,35,gen,279,444,442,0
0,cell,died,32,gen,273,448,446,1
0,cell,died,35,gen,339,449,447,0
0,cell,died,33,gen,315,451,449,0
0,cell,died,30,gen,297,457,455,0
0,cell,died,37,gen,345,468,466,0
0,cell,died,28,gen,260,470,468,3
0,cell,died,32,gen,302,471,469,0
0,cell,died,38,gen,365,475,473,0
0,cell,died,23,gen,106,476,473,1
0,cell,died,36,gen,339,477,475,0
0,cell,died,29,gen,264,478,476,2
0,cell,died,34,gen,277,482,480,1
0,cell,died,39,gen,367,483,481,0
0,cell,died,35,gen,317,488,486,0
0,cell,died,35,gen,354,489,487,0
0,cell,died,39,gen,377,498,496,0
0,cell,died,36,gen,358,499,497,0
0,cell,world_end,21,gen,224,0,498,3
0,cell,world_end,33,gen,277,0,499,2
0,cell,world_end,40,gen,384,0,499,0
0,cell,world_end,42,gen,385,0,499,0
0,cell,world_end,34,gen,315,0,499,2
0,cell,world_end,45,gen,436,0,499,0
0,cell,world_end,23,gen,235,0,499,5
0,cell,world_end,45,gen,393,0,499,1
0,cell,world_end,31,gen,302,0,499,3
0,cell,world_end,46,gen,419,0,499,0
0,cell,world_end,47,gen,397,0,499,0
0,cell,world_end,44,gen,429,0,499,0
0,cell,world_end,46,gen,395,0,499,1
0,cell,world_end,48,gen,400,0,499,0
0,cell,world_end,22,gen,225,0,499,6
0,cell,world_end,48,gen,406,0,499,0
0,cell,world_end,41,gen,385,0,499,2
0,cell,world_end,43,gen,426,0,499,0
0,cell,world_end,40,gen,371,0,499,1
0,cell,world_end,43,gen,469,0,499,0
0,cell,world_end,44,gen,444,0,499,0
0,cell,world_end,36,gen,284,0,499,3
0,cell,world_end,41,gen,482,0,499,0
0,cell,world_end,44,gen,423,0,499,0
0,cell,world_end,45,gen,448,0,499,0
0,cell,world_end,45,gen,446,0,499,1
0,cell,world_end,44,gen,389,0,499,2
0,cell,world_end,40,gen,479,0,499,0
0,cell,world_end,26,gen,247,0,499,3
0,cell,world_end,43,gen,457,0,499,0
0,cell,world_end,43,gen,387,0,499,3
0,cell,world_end,43,gen,470,0,499,0
0,cell,world_end,45,gen,418,0,499,1
0,cell,world_end,41,gen,486,0,499,0
0,cell,world_end,39,gen,478,0,499,1
0,cell,world_end,41,gen,480,0,499,0
0,cell,world_end,37,gen,360,0,499,0
