0,cell,died,1,gen,0,159,159,0
0,cell,died,5,gen,0,159,159,0
0,cell,died,9,gen,0,159,159,0
0,cell,died,13,gen,0,159,159,0
0,cell,died,2,gen,0,160,159,0
0,cell,died,11,gen,0,160,159,0
0,cell,died,6,gen,0,161,159,0
0,cell,died,14,gen,0,162,159,0
0,cell,died,3,gen,0,177,176,1
0,cell,died,16,gen,15,178,176,0
0,cell,died,22,gen,35,187,185,0
0,cell,died,15,gen,0,189,188,1
0,cell,died,4,gen,0,194,193,2
0,cell,died,18,gen,27,195,193,0
0,cell,died,19,gen,29,195,194,0
0,cell,died,17,gen,22,196,194,1
0,cell,died,25,gen,41,203,200,0
0,cell,died,24,gen,39,213,211,1
0,cell,died,26,gen,43,214,212,0
0,cell,died,12,gen,0,226,225,2
0,cell,died,31,gen,84,227,225,0
0,cell,died,32,gen,88,227,226,0
0,cell,died,7,gen,0,228,227,2
0,cell,died,30,gen,79,228,227,0
0,cell,died,33,gen,89,228,227,0
0,cell,died,27,gen,52,229,226,1
0,cell,died,21,gen,34,230,227,1
0,cell,died,34,gen,93,235,232,0
0,cell,died,35,gen,101,250,248,0
0,cell,died,8,gen,0,251,250,4
0,cell,died,36,gen,101,252,250,0
0,cell,died,37,gen,121,261,259,0
0,cell,died,29,gen,59,282,280,2
0,cell,died,32,gen,165,290,288,0
0,cell,died,32,gen,193,296,294,0
0,cell,died,38,gen,122,336,334,2
0,cell,died,31,gen,191,354,352,0
0,cell,died,20,gen,31,356,354,4
0,cell,died,28,gen,53,366,364,3
0,cell,died,29,gen,226,367,365,0
0,cell,died,28,gen,222,372,370,1
0,cell,died,10,gen,0,379,378,5
0,cell,died,26,gen,233,380,378,0
0,cell,died,30,gen,226,381,379,0
0,cell,died,23,gen,38,382,380,2
0,cell,died,27,gen,216,383,381,0
0,cell,died,33,gen,257,384,382,1
0,cell,died,31,gen,247,385,383,2
0,cell,died,30,gen,246,386,384,0
0,cell,died,26,gen,235,393,391,1
0,cell,died,32,gen,249,394,392,0
0,cell,died,39,gen,146,401,399,3
0,cell,died,28,gen,242,402,400,0
0,cell,died,24,gen,232,411,409,1
0,cell,died,37,gen,262,412,410,0
0,cell,died,37,gen,260,413,411,0
0,cell,died,31,gen,188,414,412,3
0,cell,died,40,gen,267,415,413,0
0,cell,died,32,gen,253,417,415,0
0,cell,died,29,gen,243,418,416,1
0,cell,died,30,gen,187,420,418,2
0,cell,died,25,gen,232,421,419,1
0,cell,died,34,gen,257,421,420,1
0,cell,died,44,gen,282,422,420,0
0,cell,died,43,gen,279,423,420,0
0,cell,died,28,gen,208,429,427,3
0,cell,died,31,gen,253,436,434,1
0,cell,died,44,gen,291,437,435,0
0,cell,died,36,gen,259,439,437,1
0,cell,died,41,gen,278,440,438,0
0,cell,died,38,gen,262,440,439,1
0,cell,died,45,gen,315,441,439,0
0,cell,died,29,gen,222,441,440,4
0,cell,died,42,gen,278,442,439,0
0,cell,died,44,gen,279,443,440,0
0,cell,died,31,gen,251,456,454,1
0,cell,died,39,gen,265,479,477,1
0,cell,died,48,gen,348,480,478,0
0,cell,died,27,gen,237,489,487,4
0,cell,died,46,gen,341,490,488,0
0,cell,world_end,45,gen,367,0,498,0
0,cell,world_end,38,gen,389,0,499,0
0,cell,world_end,37,gen,386,0,499,0
0,cell,world_end,39,gen,390,0,499,1
0,cell,world_end,26,gen,427,0,499,0
0,cell,world_end,46,gen,315,0,499,4
0,cell,world_end,19,gen,453,0,499,0
0,cell,world_end,35,gen,258,0,499,4
0,cell,world_end,25,gen,482,0,499,0
0,cell,world_end,47,gen,345,0,499,2
0,cell,world_end,22,gen,462,0,499,0
0,cell,world_end,40,gen,390,0,499,2
0,cell,world_end,17,gen,446,0,499,1
0,cell,world_end,21,gen,453,0,499,0
0,cell,world_end,24,gen,472,0,499,0
0,cell,world_end,20,gen,453,0,499,1
0,cell,world_end,21,gen,458,0,499,0
0,cell,world_end,18,gen,449,0,499,2
0,cell,world_end,23,gen,463,0,499,1
0,cell,world_end,25,gen,495,0,499,0
0,cell,world_end,36,gen,411,0,499,3
0,cell,world_end,26,gen,487,0,499,0
0,cell,world_end,25,gen,477,0,499,1
0,cell,world_end,24,gen,480,0,499,0
0,cell,world_end,44,gen,314,0,499,2
0,cell,world_end,26,gen,495,0,499,0
