0,0,15,26
0,1,15,25
0,2,15,24
0,3,15,22
0,4,15,20
0,5,16,17
0,6,16,15
0,7,17,16
0,8,17,14
0,9,18,12
0,10,18,12
0,11,18,12
0,12,18,12
0,13,18,13
0,14,18,13
0,15,19,13
0,16,19,12
0,17,19,12
0,18,19,11
0,19,19,12
0,20,19,9
0,21,19,9
0,22,20,9
0,23,21,8
0,24,21,6
0,25,21,5
0,26,21,4
0,27,21,4
0,28,21,4
0,29,21,4
0,30,21,3
0,31,21,2
0,32,21,2
0,33,21,2
0,34,21,2
0,35,21,3
0,36,21,2
0,37,21,2
0,38,22,4
0,39,22,3
0,40,22,3
0,41,22,3
0,42,23,4
0,43,23,3
0,44,24,3
0,45,25,2
0,46,25,1
0,47,25,1
0,48,25,2
0,49,25,2
0,50,25,3
0,51,26,3
0,52,26,2
0,53,26,2
0,54,26,2
0,55,26,2
0,56,26,2
0,57,26,2
0,58,26,3
0,59,27,3
0,60,27,2
0,61,27,2
0,62,27,2
0,63,28,2
0,64,28,1
0,65,28,1
0,66,28,1
0,67,28,1
0,68,28,1
0,69,28,1
0,70,28,1
0,71,28,1
0,72,28,1
0,73,29,1
0,74,29,0
0,75,29,0
0,76,29,0
0,77,29,0
0,78,29,0
0,79,29,1
0,80,29,1
0,81,29,1
0,82,29,1
0,83,29,1
0,84,30,1
0,85,30,0
0,86,31,2
0,87,31,1
0,88,31,1
0,89,31,3
0,90,32,4
0,91,32,3
0,92,32,3
0,93,33,3
0,94,33,2
0,95,33,2
0,96,33,2
0,97,33,2
0,98,33,2
0,99,33,2
0,100,33,2
0,101,33,2
0,102,34,3
0,103,35,2
0,104,35,1
0,105,35,1
0,106,35,1
0,107,35,1
0,108,35,1
0,109,36,1
0,110,36,0
0,111,36,1
0,112,36,2
0,113,36,2
0,114,36,2
0,115,37,2
0,116,37,1
0,117,37,1
0,118,37,1
0,119,37,1
0,120,37,1
0,121,37,2
0,122,37,2
0,123,37,2
0,124,37,2
0,125,38,2
0,126,38,1
0,127,38,1
0,128,38,1
0,129,39,1
0,130,39,0
0,131,39,0
