0.795,37.0,35.0,0.0
0.795,19.0,39.0,0.0
0.795,20.0,9.0,0.0
0.795,8.0,2.0,0.0
0.795,19.0,29.0,0.0
0.795,35.0,42.0,0.0
0.795,31.0,6.0,0.0
0.795,4.0,42.0,0.0
0.795,6.0,27.0,0.0
0.795,16.0,39.0,0.0
0.795,35.0,10.0,0.0
0.795,37.0,19.0,0.0
0.795,31.0,35.0,0.0
0.795,33.0,29.0,0.0
0.795,13.0,11.0,0.0
0.79,38.0,35.0,1.0
0.79,19.0,38.0,1.0
0.79,20.0,10.0,1.0
0.79,7.0,2.0,1.0
0.79,18.0,29.0,1.0
0.79,35.0,41.0,1.0
0.79,30.0,6.0,1.0
0.79,3.0,42.0,1.0
0.79,7.0,27.0,1.0
0.79,15.0,39.0,1.0
0.79,35.0,9.0,1.0
0.79,38.0,19.0,1.0
0.79,33.0,30.0,1.0
0.79,14.0,11.0,1.0
0.8450000000000002,30.0,35.0,1.0
0.8450000000000002,30.0,36.0,1.0
0.785,39.0,35.0,2.0
0.785,20.0,38.0,2.0
0.785,19.0,10.0,2.0
0.785,7.0,1.0,2.0
0.785,17.0,29.0,2.0
0.785,35.0,40.0,2.0
0.785,29.0,6.0,2.0
0.785,3.0,43.0,2.0
0.785,8.0,27.0,2.0
0.785,15.0,40.0,2.0
0.785,35.0,10.0,2.0
0.785,38.0,18.0,2.0
0.785,33.0,31.0,2.0
0.785,14.0,12.0,2.0
0.8400000000000002,31.0,35.0,2.0
0.8400000000000002,31.0,36.0,2.0
0.78,39.0,34.0,3.0
0.78,20.0,39.0,3.0
0.78,19.0,9.0,3.0
0.78,7.0,0.0,3.0
0.78,17.0,28.0,3.0
0.78,35.0,41.0,3.0
0.78,28.0,6.0,3.0
0.78,3.0,42.0,3.0
0.78,9.0,27.0,3.0
0.78,15.0,41.0,3.0
0.78,35.0,9.0,3.0
0.78,38.0,17.0,3.0
0.78,33.0,30.0,3.0
0.78,15.0,12.0,3.0
0.8350000000000002,30.0,35.0,3.0
0.8350000000000002,30.0,36.0,3.0
0.775,39.0,35.0,4.0
0.775,19.0,39.0,4.0
0.775,19.0,8.0,4.0
0.775,6.0,0.0,4.0
0.775,18.0,28.0,4.0
0.775,36.0,41.0,4.0
0.775,28.0,7.0,4.0
0.775,3.0,41.0,4.0
0.775,9.0,28.0,4.0
0.775,14.0,41.0,4.0
0.775,35.0,8.0,4.0
0.775,38.0,18.0,4.0
0.775,33.0,31.0,4.0
0.775,15.0,11.0,4.0
0.8300000000000002,31.0,35.0,4.0
0.8300000000000002,31.0,36.0,4.0
0.77,38.0,35.0,5.0
0.77,19.0,40.0,5.0
0.77,18.0,8.0,5.0
0.77,6.0,49.0,5.0
0.77,18.0,27.0,5.0
0.77,35.0,41.0,5.0
0.77,28.0,8.0,5.0
0.77,2.0,41.0,5.0
0.77,9.0,29.0,5.0
0.77,15.0,41.0,5.0
0.77,35.0,9.0,5.0
0.77,38.0,17.0,5.0
0.77,34.0,31.0,5.0
0.77,15.0,10.0,5.0
0.8250000000000002,30.0,35.0,5.0
0.8250000000000002,30.0,36.0,5.0
0.765,38.0,34.0,6.0
0.765,19.0,39.0,6.0
0.765,19.0,8.0,6.0
0.765,5.0,49.0,6.0
0.765,19.0,27.0,6.0
0.765,34.0,41.0,6.0
0.765,28.0,7.0,6.0
0.765,3.0,41.0,6.0
0.765,8.0,29.0,6.0
0.765,15.0,42.0,6.0
0.765,35.0,8.0,6.0
0.765,39.0,17.0,6.0
0.765,34.0,30.0,6.0
0.765,14.0,10.0,6.0
0.8200000000000002,29.0,35.0,6.0
0.8200000000000002,29.0,36.0,6.0
0.76,37.0,34.0,7.0
0.76,19.0,40.0,7.0
0.76,19.0,9.0,7.0
0.76,4.0,49.0,7.0
